JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Chief Data Office - Data Management Analyst,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",NA,22 days ago,"Demonstrate good understanding of data governance, data quality, data quality & data lineage.
Leverage data lineage documentation to trace data flows associated…",https://in.indeed.com/rc/clk?jk=2efee8a7fa8e257f&fccid=c46d0116f6e69eae&vjs=3
Data Analyst,eminenture,"New Delhi, Delhi",NA,30+ days ago,"Good command on Excel (Vlookup, Hlookup, Pivot Tables, Conditional Formatting, If Conditioning and other advanced Excel tools like VBA and Macros).",https://in.indeed.com/rc/clk?jk=365ab2e4a670ae2c&fccid=5eb62cf966b9ec33&vjs=3
Data Engineer – Smart Building Analytics (6 - 9 years),Siemens,"Pune, Maharashtra",NA,6 days ago,"You should Implement and maintain our data pipelines ingesting data from various data sources and products (e.g., streaming IoT data).",https://in.indeed.com/rc/clk?jk=abcb2b4233174428&fccid=ea6bb53f0b18b8f2&vjs=3
Analytics Insights Analyst,PepsiCo,"Remote in Hyderabad, Telangana",NA,27 days ago,"O Provide business performance explanations, incorporating considerations beyond data into the reporting.
Can synthesize multiple, disparate data sources into…",https://in.indeed.com/rc/clk?jk=6cf54f5fd8cf2d32&fccid=2973259ddc967948&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7ms9337gX8k4psem6GG6X7FEsNn_a1q_rSjdJ5aPAY-aHMLXcOc-avdGY5JFALQEFEL9UEqqb9hnRnbTes2H1BNxyFEvqfwuHGIeCaiD2r5pDVBR-BZuC-0IrLnz7WiYN5Mm2YDtgqRnozgcOcl1BarbR6t8oBt-nyoY8eB43t9I0ajqJ0WWLIeqMaMDPkM7J9UDH-AxlB6BBriYNi5AP9zzvlJqnk-Y4IwtMUROkJC2WV-YDT03QORHqww9iLTvYRohCANIKxXc95NNc1wktrTPXmxZ4Fpi3Orh_aibUr-ltMVdzWrUgJ5kMrfDoFf6oZamqrUdhYud8IcLFSoXXyph91NX0VOt2csnYHxxum1O2a5X9b8tcrdi4zGeLPaGepw==&xkcb=SoDH-_M3QdzyjYWyhp0EbzkdCdPP&p=13&fvj=0&vjs=3
Data Research Analyst,Moon Technolabs,"Ahmedabad, Gujarat",NA,30+ days ago,"Check the accuracy of the data.
Strong knowledge of the internet and computer application skills.
A sound knowledge of internet search engines, databases and…",https://in.indeed.com/rc/clk?jk=44ab698ff8501bf5&fccid=2f8629c5820701bf&vjs=3
Business Analyst,Convergence IT Services,"Mumbai, Maharashtra+1 location","₹4,00,000 - ₹5,00,000 a year",1 day ago,"Evaluating the data collected through task analysis, business process, surveys and workshops.
Collecting and analyzing the project’s business requirements and…",https://in.indeed.com/company/convergence-it-services/jobs/Business-Analyst-2a0f47ed34813598?fccid=333bc4b3c68195dd&vjs=3
Purchasing Analyst,Garrett Advancing Motion,"Pune, Maharashtra",NA,8 days ago,"Support the Purchasing team by providing data analysis to identify potential cost improvments.
Reporting Ensure the datas are reported on time by having closed…",https://in.indeed.com/rc/clk?jk=b02f6e5808d6d726&fccid=d9bafbf876cd0b62&vjs=3
Business Analyst/Project Manage,Citi,"Pune, Maharashtra",NA,6 days ago,"As such, the project management/business analysts will need to wear multiple hats, including: project manager; business analyst; relationship manager; and data…",https://in.indeed.com/rc/clk?jk=1a3ccf50c026c083&fccid=5bcd1ef0a7f4fb99&vjs=3
Master Data Management Analyst,Puma Energy,"Mumbai, Maharashtra",NA,20 days ago,"Manage data policy & processes maps for the associated master data object.
3-4 years of overall experience in master data management/ static data management.",https://in.indeed.com/rc/clk?jk=fe13c3c6e7e8f4ff&fccid=13ce40bba232a38d&vjs=3
DevOps Engineer – SBS Data Analytics,Siemens,"Pune, Maharashtra",NA,6 days ago,"You need to Integrate data analytics services to global offerings, by packaging Python code produced by data scientists to be compatible with our R&D…",https://in.indeed.com/rc/clk?jk=5669ccfdf14f5018&fccid=ea6bb53f0b18b8f2&vjs=3
Analyst - Global Customer Data - Updates and Maintenance,Oracle,"Bengaluru, Karnataka",NA,6 days ago,"Typing, filling, verifying records, data entry, organizing and working on work based e-mail and other administrative tasks.",https://in.indeed.com/rc/clk?jk=0c2140eed377a40c&fccid=cd22d01053af7669&vjs=3
Software Intern - Data Engineer/Data Analytics,Maven Wave,"Chennai, Tamil Nadu","₹5,00,000 - ₹6,00,000 a year",12 days ago,"You will be Ingesting, transforming and analyzing big data to derive insights.
A basic understanding of Cloud platforms and exposure to data engineering…",https://in.indeed.com/rc/clk?jk=53738e631b70510b&fccid=dd616958bd9ddc12&vjs=3
Business Analyst,Future Technosoft,"Delhi, Delhi","₹5,00,000 - ₹6,00,000 a year",8 days ago,"Be able to quickly shape data into reporting and analytics solutions.
Minimum 6 months – 1 year Experience as Business Analyst with Experience in (SQL / Python …",https://in.indeed.com/company/Future-Technosoft/jobs/Business-Analyst-1153ba2f8532d6ed?fccid=b9461455104ef364&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7muTLHkJ11HRWt000v_75_EuG4gsB9jmEtMLHNZKu7a41DNTowVYxkXFSo6XFF6DmoZ6eTxrp7heBWRtIfH_BpuGS6HWNahzMRNBI2MOplG6fSpk5Tqb4pcCooJPRdiOdk3xkXF5FNyMo53uHWLnv_rxPUrotky1YAnyRwWA_MOvZSOGBk8BEud6r8JJsi0a-3jZfvpNHuPnM2xwjSzJi09WE08t0MUGtFQQ4LNMZjna87oNMTCOI8JcVJgSgVAGU3nH_OGXWj8-hMFFRdwNYaB_hS6dEilFMzktpkDYNMsNk2V3TEYk0J8FkwMO99onESVt--VlvOSS2vTAcV68GCQhThTFJ5tr1I0MZGhQsjKaSu5xuzxzCbd603HXChzkoPQ==&xkcb=SoBI-_M3Qdzxr8wFlh0BbzkdCdPP&p=10&fvj=0&vjs=3
Data Scientist/ Data Analyst,Splashgain,"Pune, Maharashtra",NA,30+ days ago,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",https://in.indeed.com/rc/clk?jk=2ddbfc704f3432ae&fccid=4a449dbbb8720e30&vjs=3
Data Analyst,Boston Consulting Group,"New Delhi, Delhi",NA,8 days ago,"Ability to work with large data sets both structured and unstructured data.
Deep understanding of popular data analysis tools and databases.",https://in.indeed.com/rc/clk?jk=4c22c536c85ff923&fccid=b95f9eb47968fa13&vjs=3
Trading Analyst,Sapwood Ventures Pvt. Ltd.,"Thane, Maharashtra","₹30,000 - ₹60,000 a month",2 days ago,"Proficiency with Excel and other data management programs.
Perform trade-related data analysis in order to help advise clients on trading strategy.",https://in.indeed.com/company/Sapwood-Ventures/jobs/Trading-Analyst-1bc296e2f6e915e8?fccid=fb33ff7b50c8ae77&vjs=3
Data Analyst,Rida Hospital,"Lucknow, Uttar Pradesh","₹17,000 - ₹20,000 a month",1 day ago,"Develop and maintain databases, data models, and data visualizations to support data-driven decision-making.
Knowledge of statistical methods, machine learning,…",https://in.indeed.com/company/RIDA-HOSPITAL/jobs/Data-Analyst-d4e028a491a22461?fccid=7961434d5abeea20&vjs=3
Senior Data Analyst,Hitachi Energy Technology Services Private Limited,"Remote in Chennai, Tamil Nadu",NA,27 days ago,Business Intelligence (BI) Data Analysis work includes.,https://in.indeed.com/rc/clk?jk=a5399211f860b782&fccid=dd616958bd9ddc12&vjs=3
Client Data Analyst,PulsePoint,"Navi Mumbai, Maharashtra",NA,26 days ago,"Enhance PulsePoint's data reporting and insights generation capability by publishing internal reports about Health data.
Able to work until 3/4pm EST U.S. time.",https://in.indeed.com/rc/clk?jk=78a804858f5d5915&fccid=93b6104db54859ec&vjs=3
Office Analyst(Data Entry),TarsyTech Pvt Ltd,"Mundra, Gujarat","₹12,000 - ₹15,000 a month",6 days ago,"They will also be responsible for ensuring accuracy of data, ensuring that all data is updated, and ensuring data integrity.",https://in.indeed.com/company/TarsyTech-Pvt-Ltd/jobs/Data-Entry-Clerk-71ac2c872027d410?fccid=9c32265895cdf10b&vjs=3
AI / Big Data Analyst (Powertrain applications),Bosch Group,"Bengaluru, Karnataka",NA,30+ days ago,Bachelor of Engineering (B.E / B.,https://in.indeed.com/rc/clk?jk=038a541952906c94&fccid=a2faf1301ac6ad4b&vjs=3
"Scaled Abuse Analyst, YouTube Partner Program",YouTube,"Hyderabad, Telangana",NA,15 days ago,"Experience collecting, managing, and synthesizing data sets and information from disparate sources, data mining, and data analysis.",https://in.indeed.com/rc/clk?jk=ea2276261ed38828&fccid=a9021c35fcef6968&vjs=3
Data Management - Analyst,Deloitte,"Hyderabad, Telangana",NA,11 days ago,"It Cleanse and harmonize data through migration; Validate, enrich and maintain data through optimized consistent processes.",https://in.indeed.com/rc/clk?jk=85cf50dae293c22a&fccid=9e215d88a6b33622&vjs=3
Transaction Processing Senior Analyst-Transaction risk management,Accenture,"Mumbai, Maharashtra",NA,Just posted,"Years of Experience: 5 to 8 years.
You will be aligned to our Financial Services, banking, Insurance, and Capital Market vertical which is focused on helping…",https://in.indeed.com/rc/clk?jk=e6438cb399723a97&fccid=a4e4e2eaf26690c9&vjs=3
Data Analyst Intern,International Scientific Research and Publications,"Remote in Chennai, Tamil Nadu",NA,6 days ago,"Eager to learn and work on data collection, annotation, entry projects.
A final year student or recent graduate in any stream/ field of study.",https://in.indeed.com/company/International-Scientific-Research-and-Publications/jobs/Data-Analyst-6d65e01830e7fc61?fccid=a2e9bbb4c40c80ef&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mq-a09RRph5iNgbTziwlAQW9-0NeyEQnh0SYnboApxWd2ou-P6CJMLUuMSKnmXQGV_x-SeKlV5nVj2LCAWmOSUg1X1fmcP4icRHmF3HATE3avfcTIqgEhmr7EQg6lm_JQBoiMXyVaBn4H3xUFzhGnn7IhJnssICoo4OGDMGYxzhb25jDmy1fkIYHSL2Woi2eAAkX3Gwg0hddSjTANKc6JDtYhjVjMVcNJm12bRdn3jvvUJaq1n2Cr5f1_-te3jp5qgAmCPo1On7xKnIbK6Eniw5UWtQeMZcEAKYg7h2IfyBtolk8-QYUwCgV9M0RXH0N7VnioMlIcEnaWRm93uxUDnLqUOC-Yt3XsPvPT6LIismjSnGcZZY4n5_8bVeyGMkuFQ==&xkcb=SoC2-_M3Qdzwl72MAR0GbzkdCdPP&p=13&fvj=0&vjs=3
Managed Services Finance Managed Services Analyst,KPMG,"Gurgaon, Haryana",NA,5 days ago,"Closing of books, MIS preparation, bank reconciliation, inventory records, AP/AR accounting, maintenance of fixed asset register, etc • Working on processing…",https://in.indeed.com/rc/clk?jk=c103f970e163bced&fccid=2dd390c3a48a7ed0&vjs=3
Data Analyst,NJU Tech Solution Pvt. Ltd,"Hyderabad, Telangana","From ₹50,000 a month",6 days ago,"Review/ assess impacted table, data attributes and rules provide by technology.
Good Data Analyst who has done testing and SQL.
Amex experience is a plus.",https://in.indeed.com/company/NJU-Tech-Solution-Pvt.-Ltd/jobs/Data-Analyst-518f81ffeb8afa44?fccid=7adaf1f164560d4b&vjs=3
Data Analyst,Q-Dat IT Solutions,"Bengaluru, Karnataka",NA,30+ days ago,"Graduate in the analytical fields with strong academic credentials.
Should have worked on excel and advance excel, MS Office.",https://in.indeed.com/rc/clk?jk=bde55d3608b97224&fccid=c4c1611523182324&vjs=3
Operation Analyst,Dentalkart,"Delhi, Delhi","₹3,00,000 - ₹5,00,000 a year",3 days ago,"To be successful as an operations analyst you should be able to analyze complex data sets, identify shortcomings or opportunities, and work with entry-level…",https://in.indeed.com/company/Dentalkart/jobs/Operation-Analyst-9294cca7d66ba816?fccid=b3594d2d2f606976&vjs=3
Data Analyst,Core Minds Tech Solutions,"Gautam Budh Nagar, Uttar Pradesh","₹20,000 - ₹30,000 a month",7 days ago,"Reviewing data for deficiencies or errors*.
Creating & updating Dashboards for management ( Business Intelligence ,MIS reports).*.",https://in.indeed.com/company/Core-Minds-Tech-Solutions/jobs/Data-Analyst-b8057b425c6e07ba?fccid=18e34cd7888c484d&vjs=3
Data Analysts,Kudos India,India,NA,30+ days ago,"Oversee development of data definitions, helping to analyze data sets for data anomalies and/ or to verify data quality and content, and producing data quality…",https://in.indeed.com/rc/clk?jk=9c46fd8154ecbafa&fccid=2768b1c7490a2f15&vjs=3
Data/Research Analyst,PCDS Infotech,"Mumbai, Maharashtra",NA,30+ days ago,"To analyse data for the research projects and prepare reports.
Be strong in anlaytical skills and logic and love analysing data to reveal underlying patterns.",https://in.indeed.com/rc/clk?jk=a7f401e82b6ad0a6&fccid=a18891e503c5406a&vjs=3
"Cloud, Analytics, BI & Data Engineering Interns",Smartificia Technologies Pvt Ltd,"Coimbatore, Tamil Nadu","₹1,50,000 - ₹3,00,000 a year",1 day ago,"Training & hands-on experience in cutting-edge technologies such as Cloud, BI, Data Engineering, Blockchain, etc.
Job Types: Full-time, Internship.",https://in.indeed.com/company/Smartificia-Technologies-Pvt-Ltd/jobs/Analytics-Intern-39c0888ffef37a51?fccid=7bd8885e174d6954&vjs=3
Data Analyst - Senior Associate/Team Lead- Paytm Travel,Paytm,"Bengaluru, Karnataka",NA,30+ days ago,"Candidate should have a prior experience in analyzing business data, and not just data engineering/dashboarding roles.
SQL (preferably BigQuery and Hive).",https://in.indeed.com/rc/clk?jk=42e84dcd61a2bc36&fccid=4e917d9a3b14765d&vjs=3
Business Analyst,Samudra Technologies,"Remote in Ahmedabad, Gujarat","₹20,000 - ₹40,000 a month",2 days ago,"Key skills for business analysts*.
Identify problems within a business, including through using data modelling techniques.
Run workshops and training sessions.",https://in.indeed.com/company/Samudra-Technologies/jobs/Business-Analyst-a3343b8c8d06fc74?fccid=85c04a059f526e9d&vjs=3
Data Analyst,Findability Sciences,"Aurangabad, Maharashtra",NA,30+ days ago,"Industry experience in predictive modeling, data science, and analysis.
Experience writing and speaking about technical concepts to business and giving data…",https://in.indeed.com/rc/clk?jk=a5d59351a424ffe9&fccid=b38544e02ea5b289&vjs=3
Analyst,Barclays,"Pune, Maharashtra",NA,7 days ago,"They should work with Subject matter experts (SMEs) from the source systems and engineers to extract, ingest, prepare and map data through the data lake and…",https://in.indeed.com/rc/clk?jk=0a2a7addc325648e&fccid=057abf3fd357e717&vjs=3
DATA ANALYST,Cityinfo Services,"Bengaluru, Karnataka",NA,30+ days ago,"Execute processes to monitor data governance policies and procedures to ensure data integrity and privacy, establish consistent data definitions, and monitor…",https://in.indeed.com/rc/clk?jk=2248de0a7e8f0b91&fccid=733e952009064fc7&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mqtASA2wSDmgy4cEqN8Kjeao0g0TpGUIswyuTm3TjmV3B5J3ecph4xmzbT7j-I1iLQBpNMalGgdG_4Y3NUo5tYIWrQP4b4YHN5q3QCRqw_8zhjLyNeaDiUOU3PcOqNVQeGE9lwfJAz_8JT3ZV-Aq6Kjz1CWlNAcLwPbD5BpeuUzF8DZYFvlZVXAL1fVX8MHrvZIkEEaOHXnwG4tSs6C3mH-aqusQbmAFAiJk5GsDiU-s31b35X2IJK4hGRXr-qfU4CPlSCbjQTlICSGVBRFOa2o3MNLD3EI4A9WExFdYaWBVUegLhvpVcUr7XLkEYGTGiazNPyPGEe793QKYkHYwoFsBczjGsYke9FhvIRkYtNcBLZhLNR6vqc6JrboKHe6ifg==&xkcb=SoCB-_M3Qd0P_PWHIp0GbzkdCdPP&p=13&fvj=0&vjs=3
Sr Data Analyst,GE Healthcare,"Bengaluru, Karnataka",NA,15 days ago,"As a Sr Analytics Engineer, for data product line, you must have a good understanding of data maps – reliability and failure causes, the ability to quickly…",https://in.indeed.com/rc/clk?jk=d38f5172032833c0&fccid=65b5f2aba4dbd31f&vjs=3
Data Analyst,BridgeLoyalty,"Mumbai, Maharashtra",NA,30+ days ago,"Senior data analyst, responsible for designing data collection, storage, and retrieval system and processes.
He will be responsible for ensuring data collection…",https://in.indeed.com/rc/clk?jk=6ec93c310d168994&fccid=8ec39a7487d00fe9&vjs=3
Data Solutions Analyst (Intern),Graphene Services,India,NA,30+ days ago,"Must be comfortable and familiar with big data.
Identify and implement data validation criteria on project datasets.",https://in.indeed.com/rc/clk?jk=ccf0dacadb747c52&fccid=c407cd8f85a54f60&vjs=3
Business Analyst,Blupace,Remote,"From ₹8,000 a day",8 days ago,"Relational/Object-oriented data modelling.
Conduct data analysis on enterprise privileged identities, accounts, and accesses.",https://in.indeed.com/company/Blupace/jobs/Business-Analyst-ac785089a0323eb4?fccid=bb967b6f7369912d&vjs=3
Business Analyst - Inside Sales,HAGNOS MARKETING AND CONSULTING PRIVATE LIMITED,"Bengaluru, Karnataka","₹3,00,000 - ₹4,80,000 a year",Today,"Gather, review and analyze business and industry data, including KPIs, financial reports and other key metrics using data analytics tools.",https://in.indeed.com/company/Hagnos-Marketing-and-Consulting-Pvt-Ltd/jobs/Business-Analyst-57054a425124a7e8?fccid=5294ae59b18cf735&vjs=3
Marketing Data Analytics,Vertiv Co.,India,NA,30+ days ago,"This will include customer data, campaign and promotions data, customer value and engagement scores, Channel Partner data, customer data and third party data.",https://in.indeed.com/rc/clk?jk=bc2ea2f32d1339d0&fccid=477f42bf51f254ef&vjs=3
