JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Data Engineer/ Data Analyst,ANZ Banking Group,"Bengaluru, Karnataka",NA,1 day ago,"Proficient in engineering data pipelines using big data technologies (Spark, Trino, Airflow) on large scale data sets.
A day in the life of a Data Engineer.",https://in.indeed.com/rc/clk?jk=dc01d0255e2ad43f&fccid=82e2c70af47d511b&vjs=3
Data Visualisation Analyst,Ciena,Remote in Haryana,NA,4 days ago,"You will work closely with data analyst, data engineering and UX team to deliver products that offers data insights via high quality visuals.",https://in.indeed.com/rc/clk?jk=ae71e7a404e9fc5f&fccid=144a39be55e8440b&vjs=3
MIS Analyst intern -Link in JD to apply,RippleHire,"Remote in Mumbai, Maharashtra","Up to ₹1,00,000 a year",3 days ago,"Ensure the accuracy and integrity of data by conducting regular data audits.
Proficiency in data analysis and visual creation in Excel is mandatory.",https://in.indeed.com/company/Ripplehire/jobs/Financial-Analyst-Intern-ef95e6a733eb07fe?fccid=086dfa28833a1d56&vjs=3
eCommerce Data and Analytics Lead,PepsiCo,"Remote in Hyderabad, Telangana",NA,4 days ago,"Expertise with enterprise data systems and software development environments.
Extensive experience across analytics value chain e.g., data engineering, BI,…",https://in.indeed.com/rc/clk?jk=31338d2c9ab5ab35&fccid=2973259ddc967948&vjs=3
Staff Data Analyst,Xperi,"Remote in Bengaluru, Karnataka",NA,5 days ago,"Interprets and analyzes data from multiple sources.
Experience using and querying big data technologies such as Snowflake, Athena, etc.
Who we are looking for:",https://in.indeed.com/rc/clk?jk=d0290ef92d7a92e5&fccid=87d9d5c3c75f7830&vjs=3
Data Analyst,Legalwiz,India,NA,30+ days ago,"Present information using different data visualization techniques.
Highly proficient using statistical computer languages (R, Python, SLQ, etc.) to manipulate…",https://in.indeed.com/rc/clk?jk=9f24ef70fee125eb&fccid=68386573afc21341&vjs=3
Reference Data Analyst,Deutsche Bank,"Bengaluru, Karnataka+1 location",NA,30+ days ago,"Expertise as project manager, ideally in operations or data programs.
Permanent monitoring of the standard process in order to detect and remediate deficiencies…",https://in.indeed.com/rc/clk?jk=a39c1bc9d17035ad&fccid=f1d8e147024abb3f&vjs=3
Data Analyst,Raising Superstars,"Santacruz, Maharashtra",NA,2 days ago,"Extract data from different sources.
Performing analysis to assess quality and meaning of data.
Preparing reports for the management stating trends, patterns,…",https://in.indeed.com/company/Raising-Superstars-Enterprises-Pvt-Ltd/jobs/Data-Analyst-b44266b249f5032d?fccid=a106a2e1bca2cd80&vjs=3
Data Analytics,Indigo Airlines,"Gurgaon, Haryana",NA,1 day ago,"Connecting data sources, importing data, and transforming data for Business intelligence.
Understand business requirements in BI context and design data models…",https://in.indeed.com/rc/clk?jk=70be9ef9ab80796d&fccid=4993995581bf84f9&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mswQcnDwUpYVIhQCT77ekZ1Q6eeDpwKwJc066wGTqHmoV4fNUEXpiJv9ji0HDqPSZMyR7yRCuGIxM7NBdqUX6GNZ07nWr444xvo_4PeWVADHz6kZRtOemU7s3KN-owurmUm-EkfRiPAGff1J0IIK1YtMQOzfqugX321wO1T8jS6aMWxYTBsH5lehLlRBvr_bWtUdoAxW71YM0ZZYdjQ3ZOE_1FzBI5mVqY9P3lFyCe3AecTx0QwB9Lc9dp1sXNR0l5cWpoABT-YXKs2CJOMecWWwWp64fv5NPEP3fbpwdwCJ1WfC6vVIU_pcDYbxy1gyu4eWVJPqyVPztG1FgxSrc5CL-d1Fm5_UxxkYxapZw-Asrpg9-c5ilWI1gLS7majs1g==&xkcb=SoAC-_M3QdzkiOazVZ0GbzkdCdPP&p=13&fvj=0&vjs=3
Marketing Research Analyst,Optical Arc Pvt Ltd,"Remote in Pune, Maharashtra","₹2,00,000 - ₹3,00,000 a year",9 days ago,"L Good Knowledge in Excel and data visualization tools like Power BI, Tableau.
L Develop and implement territory wise, platform wise and technology wise action…",https://in.indeed.com/company/Optical-Arc-Pvt-Ltd/jobs/Research-Analyst-a1260c58a8651cf0?fccid=38c4be39d480c637&vjs=3
Data Analyst,Smart Ship,"Pune, Maharashtra",NA,30+ days ago,"Building and iterating reports (with eventual design collaboration) based around a large volume of data, from multiple teams - providing data results…",https://in.indeed.com/rc/clk?jk=ad3005a9893f7561&fccid=f07e47b8bfa06607&vjs=3
Data Research Analyst,HQL Solutions,"Pune, Maharashtra",NA,30+ days ago,"Should have knowledge of data collection, mining and validating data.
Well versed knowledge of Ms-Excel.
Should have good communication skills.",https://in.indeed.com/rc/clk?jk=f2ec979870e8510b&fccid=6fb4dda31772ecac&vjs=3
Lead Data Analyst,BT,"Bengaluru, Karnataka",NA,5 days ago,"Must have strong experience in data visualisation, Data Warehouses, data mining/data analysis methods, using a variety of data tools, building and implementing…",https://in.indeed.com/rc/clk?jk=c167390f4c92fbcf&fccid=72713e5b1ba0ef22&vjs=3
"Analyst, Data Operations",MarketCast,"Pune, Maharashtra","₹28,66,000 a year",12 days ago,"Develop a specialized skill/work on procedural improvements involving data – creating/maintaining databases, data quality checks, advanced analytics, project…",https://in.indeed.com/rc/clk?jk=ef651673c61f5782&fccid=ea7bc0cfa9688f3d&vjs=3
Data Analyst,Accrualify,"Nagpur, Maharashtra",NA,13 days ago," Acquire data from primary or secondary data sources and maintain databases/data systems.
 Technical expertise regarding data models, database design…",https://in.indeed.com/rc/clk?jk=1e828437f0f214ff&fccid=554197db889d39d9&vjs=3
Data Analyst Intern,swiftsafe,"Remote in Hyderabad, Telangana","₹3,000 - ₹5,000 a month",13 days ago,"Learn from experienced data analysts and receive mentorship and feedback on your work.
Applicants with a strong interest in data analytics and basic knowledge…",https://in.indeed.com/company/swiftsafe/jobs/Data-Analyst-38f4ffbc233c547d?fccid=4367caced14dde7d&vjs=3
Data Analyst,LAUNDRYHEAP,"Bengaluru, Karnataka",NA,29 days ago,"3+ years of relevant experience interpreting data in a business intelligence, analytics, or data science/data scientist role, including relevant tools,…",https://in.indeed.com/rc/clk?jk=ed42914e0b89c1d8&fccid=bedb94c39284d6a6&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7msLPGFfXAc5BOX3840-OTDNeUEFWhBvwkxQLQ3V3RIrpW7nMZMhDIKWo3UZloKth9h_aky6IDOl9g7lJIiFxCFBD9pIFXjanwKvjhBqjmj5gVFkJGfNp4eyr-vjM0i48fOjJwWVNKygtm8nuDipj0qOvM4dZ1rNRuQxL4zQmutQwKbjr--7OCiH7sWZxQ0XG9QxdzNoCfg-n_EAQwRC5myZadgoki_YPl5RjuymqBpPsJ1ev_8dyYrw_h0-ga2I41-Y5dTty2C33FDrOxHZsXQF7xzzorvyhWtn7Q0JNbs1x9kLi45UT2zYFliUa4rgmxiTn3nzFsW_IjMKHpsyI_ZkL3peKkyWonHAYdGorG1YgSb8jpBusjFp3C88qbLXZfA==&xkcb=SoDe-_M3Qdzj4F6zVZ0HbzkdCdPP&p=12&fvj=0&vjs=3
Business Analyst,Wipro Limited,"Pune, Maharashtra+3 locations",NA,Just posted,"Use data modelling practices to analyze the findings and design,develop improvements and changes.
Excellent knowledge in Credit card domain.",https://in.indeed.com/rc/clk?jk=7edd4b5e22dc5b56&fccid=8d25321c1defe73f&vjs=3
Data Analyst,KC Overseas Pvt. Ltd,"Panchkula, Haryana","₹20,000 - ₹50,000 a month",3 days ago,"Technical expertise regarding data models, database design development, data mining and segmentation techniques.
Total work: 1 year (Preferred).",https://in.indeed.com/company/KC-Overseas-Pvt.-Ltd/jobs/Data-Analyst-ffb315f2a327837e?fccid=b984a5659fa8ad4d&vjs=3
Sr Analyst – Data & Analytics,Johnson & Johnson,"Pune, Maharashtra",NA,12 days ago,"Experience working with cloud technologies i.e. AWS, Azure or similar • Proven ability to synthesize data, interpret data, and process observations into…",https://in.indeed.com/rc/clk?jk=e838ea5eef3e783e&fccid=0bed8e17bc113980&vjs=3
Data Analyst,Boost Tech,"Pune, Maharashtra","Up to ₹30,62,100 a year",7 days ago,"Provide support for ad hoc data requests from the Operations teams and Management.
Use statistical methods to analyze data and generate useful business reports…",https://in.indeed.com/company/gusri-solutions/jobs/Data-Analyst-db929cfc57f49b4f?fccid=5541137634619f69&vjs=3
Data Analyst,Indium Software,Remote,NA,30+ days ago,"Enabling effective decision making by retrieving and compiling data in digestible format from multiple sources.
Strong SQL Experience with BI tools such as:",https://in.indeed.com/rc/clk?jk=38ce5ae80543b86a&fccid=2c25ea6cf84dad59&vjs=3
Data Analyst,Ingersoll Rand,"Bengaluru, Karnataka",NA,7 days ago,"Possess knowledge and overview of data analytics techniques and experience with processing timeseries data.
Analyze data from our assets operated in the field.",https://in.indeed.com/rc/clk?jk=cf399da466c5f481&fccid=2e3453ae2db0c66d&vjs=3
Senior Data Analyst,Spinify,"Remote in Bengaluru, Karnataka","₹3,27,510 - ₹15,09,075 a year",1 day ago,"3+ years of experience in data analysis, preferably in a gamification or sales environment.
We are looking for a talented Data Analyst with experience in…",https://in.indeed.com/company/Spinify/jobs/Senior-Data-Analyst-99765d96e1bfceeb?fccid=229b1f55ab457c03&vjs=3
Business Analyst,ERevbay,"Mumbai, Maharashtra","₹15,000 - ₹30,000 a month",1 day ago,"Proficiency in Excel, data analysis, and PowerPoint presentations.
Possess knowledge of Excel, data analysis, and PowerPoint presentations.",https://in.indeed.com/company/ERevbay/jobs/Business-Analyst-e460bddd5d508f00?fccid=f39b660951ffdfd2&vjs=3
Data Analyst,JLL,"Pune, Maharashtra",NA,30+ days ago,"Act as business analyst for the data related initiatives.
Identify data needs of stakeholders and customers and determine appropriate methods for researching…",https://in.indeed.com/rc/clk?jk=c48c2eafab9e8032&fccid=9917de3c28f569f6&vjs=3
Data Analyst,Galytix,"Gurgaon, Haryana",NA,30+ days ago,"Acquiring data from internal as well as secondary data sources.
Cleaning and filtering data, assessing data quality and create concise end product.",https://in.indeed.com/rc/clk?jk=745b32ab2989a502&fccid=12332f0a8c9a3973&vjs=3
Senior Data Analyst,Sigma Solve Inc.,"Ahmedabad, Gujarat","₹50,000 - ₹70,000 a month",5 days ago,Collaborate with the data and engineering teams to ensure that data pipelines and processes are optimized for analytics purposes.,https://in.indeed.com/company/Sigma-Solve/jobs/Senior-Data-Analyst-5ba173fc0a67f5ab?fccid=14021e6a465f9c40&vjs=3
Sr Data Analyst,Eaton Corporation,"Pune, Maharashtra",NA,6 days ago,"C. Acquire, enrich & transform data from primary or secondary data sources to build scalable, robust & flexible data models.
4 - 5 Yrs as Data Analyst.",https://in.indeed.com/rc/clk?jk=56cb832bcba2e8f2&fccid=87f38351bd29de24&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mshJuSBHJrdNvbRGS2p7rzs5eVDy1evjY74bXxFjtSs0HiUaazSDQLV7aq7j0iqBWubVdylt7SluqG5EFwjyTlg24FbE4zMvPzrMbzMCcgwJ4xOv5EvxcygwjwW2d-qmy9LuVFQYhHXh8NVCVArHqrgFPb-FlgGAjGhuAOup9kTdanmS_khzgMQUmdwweTpObFcZAJKSjfaYMyZIw5tAFlDH5dN_sQkveINgcmrtsu4j4AO2EJ_HSVt3Dg8XTvbDxxlm03XpDm6Z9SYcY0nTXjp4MTb1zpFOHBEtvri3WCvh9T9bi5VwCHIvzinvHwyhEyDeJIAPrX-hNifk5RL4YXtS5R9W4BZEnQF8fksR7V8xoXVTR6RynFSIqHH64K5OHA==&xkcb=SoCm-_M3QdziwgQFgp0GbzkdCdPP&p=13&fvj=0&vjs=3
Data Analyst - Contractual,SearchEnds,"Bengaluru, Karnataka","₹3,00,000 - ₹5,00,000 a year",26 days ago,"Prior experience as a data engineer, Data Analyst or in a similar role.
Bachelors degree is Information Technology or other quantitative fields.",https://in.indeed.com/rc/clk?jk=f589e03a0bedd8e1&fccid=0c52a8ce62cb27a8&vjs=3
Analyst - Data Science,Merilytics,"Hyderabad, Telangana",NA,30+ days ago,"Familiarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonus.",https://in.indeed.com/rc/clk?jk=97a3d806e7774a8d&fccid=1b874eee11ca2bd7&vjs=3
Senior Data Analyst,Aliqan Technologies,"Gurugram, Haryana","₹20,00,000 - ₹25,00,000 a year",4 days ago,"Some knowledge of data warehousing.
Data warehousing: 4 years (Preferred).
Exposure to SAS DataFlux Data Management Studio.
Power BI: 4 years (Preferred).",https://in.indeed.com/company/Aliqan-Technologies/jobs/Senior-Data-Analyst-f4ca46a6737f43f1?fccid=0c97edd832cbb73f&vjs=3
Provider Data Analyst,CertifyOS,Remote,NA,14 days ago,"Experience with healthcare data such as provider data, claims data, reimbursement data +.
Experience working with large databases, data verification, data…",https://in.indeed.com/rc/clk?jk=acf99b9b61a21588&fccid=27644fc5ac08aefc&vjs=3
Business Analyst,iquest Management,"Mumbai, Maharashtra","Up to ₹10,00,000 a year",1 day ago,"Ability to develop and nurture relationships for better output.
Excellent verbal and written communication skills are necessary.",https://in.indeed.com/company/iQuest-Management/jobs/Business-Analyst-7241cad1e78260a2?fccid=4e0099558dbf25ae&vjs=3
Data Analyst,Frost & Sullivan,Remote in Tamil Nadu,NA,7 days ago,"Conduct in-depth data analysis and provide actionable insights to stakeholders through effective data storytelling.
Can multi-task and meet tight deadlines.",https://in.indeed.com/rc/clk?jk=5a0633b11c5c9d25&fccid=0bcfbf05af69f1b1&vjs=3
Data Analyst (Remote),Portcast,Remote in India,NA,8 days ago,"Prior experience in data analysis or data analyst roles, preferably in a startup environment.
Support engineering and data science teams in system-level data…",https://in.indeed.com/rc/clk?jk=0f8be9f3f0cf602f&fccid=48bd9786ac67ceb1&vjs=3
Data Analyst,Globals Inc.,"Bengaluru, Karnataka",NA,14 days ago,"Using data mining to extract information from data sets and identify correlations and patterns.
Organizing and transforming data into insight.",https://in.indeed.com/rc/clk?jk=8c6937d493ad49c2&fccid=dcc2f695571b8693&vjs=3
Data Analyst-Supply Chain Strategist,Unilever,"Mumbai, Maharashtra",NA,5 days ago,"Pull data from different internal and external data sources and prepare, clean, and transform data as needed in projects to run for standard analysis under SCS…",https://in.indeed.com/rc/clk?jk=62171af18009b58f&fccid=37e886222e0cbb3a&vjs=3
Digital Marketing Analyst,Venture Genius,Remote,NA,2 days ago,"Ensure data accuracy and completeness.
Develop and implement data management strategies.
Manage and manipulate data in Google Sheets.",https://in.indeed.com/company/Venture-Genius/jobs/Digital-Marketer-fe9e343e53991b6c?fccid=d93176cb227ede19&vjs=3
Data Analyst,Creditas Solutions,"Gurgaon, Haryana",NA,30+ days ago," 1+ years in a data analyst role.
Requirements into custom-formatted data reports.
Data that can be used to improve upon them.",https://in.indeed.com/rc/clk?jk=c68def4b6be4f911&fccid=a32dd1293e217fc5&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mjlZ_GIN2871SQuCFVkJHJ8fijF0H-Pmrp527osmIOuEUo8ouwjlHA6FFJrQ2G8vpBKEWv8W0IxoD3Nu5jC1coifUvDEvN2PKAYYA3LK-QrN6F_gijxSobfIFeUzgWaFc7zfx4-ZtBhEv3VLa7QhDy0De-UgXqYVphq6jyguLi27rVUq0I3QOqpIQO8EP2vYMnOTKW-_Y6cPDCY_CijJUfy6RSbi8ieyj8AE2_suTqkUJA3YsAzJQ17oklDEznGTFOGlRHa2NdvZAymGaLQaUf5aYY3isAHZmog0d8hvx__MRPNu7aJ1gKiU8RJfPWKNTtnbUK-i7naWne6z7W5MVKTgpnOVAYsDUbajlKSja6ngsKYpypAcmDzblbqKmAK42g==&xkcb=SoCw-_M3Qdzh3pWygZ0HbzkdCdPP&p=12&fvj=0&vjs=3
DATA ANALYST,GR GLOBAL ACE INVESTMENTS,"Visakhapatnam, Andhra Pradesh","₹2,00,000 - ₹3,00,000 a year",30+ days ago,"A data analyst is someone who scrutinises information using data analysis tools.
The meaningful results they pull from the raw data help their employers or…",https://in.indeed.com/rc/clk?jk=7d9b2577dbc43e3d&fccid=02d709f0e6a2dc4e&vjs=3
Admin Data Entry& Analysis,"Foodism.XYZ Pvt.Ltd, Ahmedabad","Ahmedabad, Gujarat","Up to ₹25,000 a month",1 day ago,"Entering data in excel sheet from our sources and documents within time limits.
Compiling, verifying accuracy and sorting information to prepare source data for…","https://in.indeed.com/company/Foodism.XYZ-Pvt.Ltd,-Ahmedabad/jobs/Data-Entry-Clerk-2fd3d33f1472d5a3?fccid=cf08c064bc695ab0&vjs=3"
Backend Data Collection and Research Analyst,Quagnitia,"Remote in Pune, Maharashtra","₹10,157 - ₹28,589 a month",8 days ago,"\*\*IMP - Hands on experience needed in online data collection and analysis using tools:
Data Collection: Collect and analyse data related to the company's…",https://in.indeed.com/company/Quagnitia/jobs/Data-Collector-cab9b5f8c48abe80?fccid=58049a5fc2e5a2c8&vjs=3
Senior Data Analyst,Drip Capital,"Mumbai, Maharashtra",NA,1 day ago,"Knowledge of data governance best practices, data privacy regulations, and industry standards.
Ensure data quality, integrity, and security by adhering to data…",https://in.indeed.com/rc/clk?jk=06f01dd4e495a660&fccid=69c0c1c5fb7b1cf2&vjs=3
Data Analysts/HTML Editor,i-Tech Infonet (P) Ltd,"Rajkot, Gujarat",NA,30+ days ago,"Work involves XML or ePub (HTML+CSS) creation from various documents and editing of PDF file using Acrobat.
Project training will be given by the company.",https://in.indeed.com/rc/clk?jk=480ab33f90d288b6&fccid=c669b8e05af74dc2&vjs=3
Data Analyst,Agrovikas Agritech Pvt Ltd,"Gandhinagar, Gujarat","From ₹5,50,000 a year",3 days ago,"Providing technical expertise in data storage structures, data mining, and data cleansing.
5+ Years of Work experience as a data analyst or in a related field.",https://in.indeed.com/company/Agrovikas-Agritech-Pvt-Ltd/jobs/Data-Analyst-b0528364801042c0?fccid=9d67363113d4c9c2&vjs=3
Business Analyst,AHRC Pvt Ltd,"Pune, Maharashtra","Up to ₹13,00,000 a year",3 days ago,"Business analyst: 8 years (Preferred).
⚫ Requirement understanding & data gathering conferring with business users/product owners.",https://in.indeed.com/company/AHRC-Pvt-Ltd/jobs/Business-Analyst-1c9251badda8cc46?fccid=0073f49ec228d522&vjs=3
Data Analyst,Bayer,"Thane, Maharashtra",NA,11 days ago,"Responsible for communicating key data requirements, data change requirements, support impact analysis and organize business support for data preparation, data…",https://in.indeed.com/rc/clk?jk=33b9814dcb6d605e&fccid=e08122e0e993cc32&vjs=3
data analyst,Infoveave,"Bengaluru, Karnataka",NA,20 days ago,"Analyzing data sets, extracting data from multiple data sources like Microsoft Excel, Access, SQL Databases, Text Files, and manual Files etc.",https://in.indeed.com/rc/clk?jk=442255ec769afd58&fccid=e487a242d9afca1f&vjs=3
Data Analyst,ExpertSource Global Services Pvt. Ltd.,"Navi Mumbai, Maharashtra","₹40,000 - ₹65,000 a month",30+ days ago,"Turbhe, Navi Mumbai - 400705, Maharashtra: Reliably commute or planning to relocate before starting work (Required).
Data analysis skills: 1 year (Required).",https://in.indeed.com/company/ExpertSource-Global-Services-Pvt.-Ltd./jobs/Data-Analyst-a6b106de22798df5?fccid=68cd1fa7095265ff&vjs=3
Data Analyst,FloBiz,"Bengaluru, Karnataka",NA,30+ days ago,"Experience in handling and working with big data.
Proactively identify new problems with the help of data analytics and communicate it to respective teams for…",https://in.indeed.com/rc/clk?jk=b3413dead1d89cf4&fccid=713f7635249577f0&vjs=3
Data Analyst,LIMONICS DISTRIBUTION PRIVATE LIMITED,"Mumbai, Maharashtra","₹20,000 - ₹40,000 a month",15 days ago,"Providing technical expertise in data storage structures, data mining, and data cleansing.
Provide quality assurance of imported data, working with quality…",https://in.indeed.com/company/LIMONICS-DISTRIBUTION-PRIVATE-LIMITED/jobs/Data-Analyst-ce44d70fb6d4f16d?fccid=63caa457e66c610e&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mgGCXuGna_y2VdQGJ3fCakY-ZPcjL7JeE26Jfo-Zx7Qwv4S5nzHmUxT2ia8jpSb6B3qpLbyo0QufRzoYLOxE_6sEecsApnfEOQvGVglwQdV2X9BfulDZODskyVnqZ6uhsihmG2JWvqmw9ZYMJBso62dBZc9mExUHxJx7SlXyTUYRPZuq5GsMLbpHfw-t8EHY1h3fw1D3glVCfuKwhTKbQ0F7e3RdV7-hGhS933PzCCHDZBKT44QJkMgJRmr9UwK0sGzaD7ovyR48lwDI8-XcTaA90jhya2AYTCE61ZmJhoKeLhodkwH9WWXzuGlmKkrQz32bgthTNJ0NuFNeLOiG5jAkhM5bCtvyUT2bkqOeat9mNNhrT7cqbmLwHlP_R1GSxg==&xkcb=SoAm-_M3QdzgX_2HIp0GbzkdCdPP&p=13&fvj=0&vjs=3
Junior Data Analyst,Whole9Yards Online LLP,"Kolkata, West Bengal","₹12,000 - ₹15,000 a month",3 days ago,"Acquire data from primary or secondary data sources and maintain the internal databases.
Must be able to handle large data sets.",https://in.indeed.com/company/RAAP-E--Commerce-Pvt-Ltd/jobs/Junior-Data-Analyst-70c38d7bab147f70?fccid=dd666997b8dcb4b8&vjs=3
Business Analyst,PayU,"Gurgaon, Haryana",NA,30+ days ago,"PayU Payments data has emerged as a powerful source of information.
Opportunity to work on exceptional projects using cutting edge technology in a big data…",https://in.indeed.com/rc/clk?jk=96e4e77a2ed2cc99&fccid=c1bec49d1ea92b43&vjs=3
Business Analyst - Data Analytics,Genpact,"Hyderabad, Telangana",NA,1 day ago,"Expected to support the client on data systems and analysis.
Responsible for data extraction, collation and cleaning in MS excel/ access.",https://in.indeed.com/rc/clk?jk=35630885b75d73ab&fccid=afe30394bfba1470&vjs=3
Data Analyst Logistics,GRRGL,"Pune, Maharashtra","₹4,00,000 - ₹8,00,000 a year",5 days ago,"Experience in data mining, analysis and reporting.
Plan and implement supply chain optimization projects (e.g. warehouse-slotting, route planning).",https://in.indeed.com/company/Steelfab-Engineering-Pvt-Ltd/jobs/Data-Analyst-79c3d71412be4c7c?fccid=3f0561b33a03877c&vjs=3
Data Analyst,Ericsson,"Noida, Uttar Pradesh",NA,8 days ago,"Lead and manage a team data scientists and engineers.
Acuity for business flow understanding and expertise in data preparation and pre-processing.",https://in.indeed.com/rc/clk?jk=6528d09db24dc785&fccid=82656d64a9a3e6a7&vjs=3
Junior Analyst - Sports Media,YouGov,"Mumbai, Maharashtra",NA,4 days ago,"Preparation of data and uploading of data to proprietary dashboard.
Proofreading fellow analyst’s reports, suggesting pertinent improvements to the written…",https://in.indeed.com/rc/clk?jk=c6c5453b8a797295&fccid=e932e178c92b46f5&vjs=3
Data Analyst,Rehoboth Academic Services,"Bengaluru, Karnataka","₹15,000 - ₹25,000 a month",30+ days ago,"Experience in analyzing quantitative and qualitative data using various statistical tools.
(Predictive models, SEM, Path analysis, etc.).",https://in.indeed.com/rc/clk?jk=4c2993d0c744dcab&fccid=f16f8ee7e0a38589&vjs=3
Master Data Steward/Analyst,AkzoNobel,"Pune, Maharashtra",NA,1 day ago,Master Data Analysis - support the data and processes for all master data fields required for Success Factor (position data management).,https://in.indeed.com/rc/clk?jk=1b35acd2959d2955&fccid=5081809cb71a558d&vjs=3
Data Analyst,Amber Internet solutions,"Pune, Maharashtra",NA,30+ days ago,"Proven working experience in data analysis.
Developing and maintaining databases, data systems.
Performing analysis to assess quality and meaning of data.",https://in.indeed.com/rc/clk?jk=6cd53acae109b0e5&fccid=c806d543649e54f2&vjs=3
Senior Data Analyst,Mott MacDonald,"Bengaluru, Karnataka",NA,Today,"Assist with maintenance of Power BI code & other data sources.
Configuration of SharePoint, Excel, & other data sources.
Very good knowledge in word and PPT.",https://in.indeed.com/rc/clk?jk=d1a34b04f00d4d64&fccid=edb4bf50a19b70a9&vjs=3
Data Analyst - HR Analytics,Dr.Reddy's,"Hyderabad, Telangana",NA,21 days ago,"Good Experience of data crunching in Excel.
Work with Business/ Functional leaders to deploy data driven solutions for solving HR challenges.",https://in.indeed.com/rc/clk?jk=e4c58ba0f60d24ff&fccid=b3b99a1c02370545&vjs=3
Data Research Analyst,techtic solutions,"Ahmedabad, Gujarat","₹3,00,000 - ₹6,00,000 a year",1 day ago,"*My relevant data from all possible sources.*.
*Provide the research data as asked by seniors*.
*My relevant data from all possible sources.*.",https://in.indeed.com/company/Techtic-Solutions/jobs/Data-Analyst-93bb090db2bee669?fccid=4debb00b53a90934&vjs=3
Business Analyst,Top Talent Techonologies Pvt Ltd,"Bengaluru, Karnataka","₹6,00,000 - ₹15,00,000 a year",1 day ago,"Proven analytical and quantitative skills and an ability to use hard data and metrics to back up assumptions, develop business cases, and complete root cause/…",https://in.indeed.com/company/Top-Talent-Techonologies-Pvt-Ltd/jobs/Business-Analyst-5dba1ca3629d28cb?fccid=46741b30c1dca25c&vjs=3
Data Analyst with Tableau,SRM Technologies,"Chennai, Tamil Nadu",NA,30+ days ago,"Performing and documenting data analysis, data validation, and data mapping/design.
Creating tools to store data within the organization.",https://in.indeed.com/rc/clk?jk=d6b2aa74f7d98d1c&fccid=10fa8303d0f1ca66&vjs=3
